#lon lat ve vn vu se sn su name
131.49273 -22.13280 0.04012 0.22883 -0.92293 0.22521 0.22472 0.48200 mtdn
146.44879 -37.14513 0.19347 -0.63547 -1.50549 0.28520 0.29928 0.78200 mtbu
138.86042 -35.06342 0.11444 -0.07612 -0.33458 0.36868 0.34883 0.87400 mtb2
150.37378 -34.54982 0.31817 -0.19190 -1.65837 0.18937 0.30465 0.47992 msvl
150.35526 -32.13975 0.23088 0.16989 -1.75336 0.25111 0.24678 0.56700 mrwa
167.87580 -21.54756 -1.11071 -0.40467 -1.35699 1.41098 1.40327 3.48400 mrtg
147.85034 -20.55604 -0.00490 0.22856 -0.84038 0.33281 0.31471 0.93900 mrt9
148.22709 -19.99976 -0.47247 -0.41065 -2.64147 0.32568 0.31690 0.88600 mrt8
147.28074 -20.05887 0.24237 0.02621 -0.71957 0.45093 0.38529 1.20500 mrt7
147.84268 -19.92292 0.54276 -0.10580 -0.88335 0.34246 0.31092 0.87900 mrt6
145.99626 -18.68493 -0.01626 -0.05928 -1.66631 0.32146 0.30301 0.98900 mrt5
146.32838 -18.52768 1.70213 0.31040 -1.49906 0.31269 0.31050 0.89700 mrt4
146.51787 -19.33130 -0.61133 2.18844 -0.71038 0.70195 0.84206 1.16800 mrt3
147.47879 -19.45981 0.52326 0.17742 -1.58159 0.27974 0.27657 0.66600 mrt2
146.83355 -19.75705 0.19574 0.66924 -0.90407 0.30071 0.28681 0.83000 mrt1
145.06634 -38.22927 0.52017 -0.33656 -2.04298 0.24387 0.25737 0.62500 mrnt
141.54875 -37.71969 1.02361 -0.28257 -0.66928 0.33461 0.33664 0.71200 mrno
148.86339 -21.15989 0.27482 0.96123 -3.40850 0.63139 0.33552 1.25619 mrni
149.82555 -29.45772 1.27702 -1.77808 -3.77837 0.25860 0.28626 0.69500 mree
145.32384 -17.01794 0.15509 0.66453 -1.08556 0.25179 0.25865 0.56100 mrba
144.03603 -35.09104 1.12954 -0.10125 -1.11462 0.27786 0.22615 0.52000 moul
142.13136 -37.40214 0.07760 -0.20670 -1.99085 0.25881 0.26961 0.81000 moor
152.55697 -28.04563 -4.92552 6.12505 -1.40222 1.73651 2.08933 1.76000 moog
145.33315 -16.67673 -0.73031 0.52596 -2.77999 0.35570 0.32464 0.86200 moly
150.19199 -35.74738 0.50898 -0.24763 -1.96455 0.33054 0.30728 0.65100 mogo
148.06108 -23.90955 -0.53005 0.10962 -2.90777 0.35488 0.33570 1.31900 mnva
139.31267 -34.90387 0.51764 0.16425 0.67665 0.46156 0.43850 1.42500 mnum
151.12618 -24.87043 0.40489 5.67446 1.05771 0.31044 0.36315 0.87100 mnto
146.08647 -37.06548 0.63399 0.13359 -0.38538 0.29054 0.29576 0.82900 mnsf
151.55111 -33.17148 0.61087 0.44980 -2.63687 0.29781 0.29102 0.70200 mnpk
115.71104 -32.52974 -0.18667 0.12842 -0.85393 0.38976 0.39931 0.89400 mndh
142.41793 -32.39281 0.53373 -0.02611 -0.94073 0.25539 0.25435 0.57200 mnde
137.57986 -35.57900 3.36127 -5.06237 0.15169 0.61513 2.07347 1.58900 mmar
150.15880 -26.81358 1.40991 -0.41710 -1.53832 0.36560 0.33169 0.74400 mlap
142.80842 -38.08156 0.54213 -0.34069 -2.63978 0.23588 0.24198 0.65000 mlak
216.43079 -16.62705 -85.36971 33.44383 -1.68291 0.39179 0.35798 0.94100 mktg
142.65766 -35.15597 2.03779 -0.56146 -1.33171 0.51851 0.33925 0.79200 mitt
145.85056 -17.14547 -0.41301 -0.50073 -4.44477 0.74118 0.75133 2.35400 mirc
151.55999 -24.32780 1.05812 0.15809 -1.17943 0.40558 0.45673 1.15400 mir4
147.37323 -36.53221 0.06673 -0.27945 -2.13864 0.46790 0.52722 1.68000 mimi
116.00546 -31.88651 0.03984 0.00067 -1.92599 0.47217 0.32775 0.80000 midl
148.71174 -20.64437 0.62707 0.60498 -1.68552 0.28855 0.25586 0.81900 midg
149.14745 -35.71878 -0.49926 -0.25463 -0.50251 0.47383 0.34601 0.98800 mic3
145.91202 -32.92025 0.33891 -0.31048 -1.96750 0.30202 0.29860 0.67300 mhop
150.83099 -33.62651 -0.01591 -0.06127 -1.44253 0.22547 0.24020 0.56800 mgrv
141.80663 -34.27235 -0.66349 -0.07551 -1.40745 0.23937 0.32138 0.84200 meno
150.74376 -34.12609 -0.04104 -2.42979 -1.77724 0.22402 0.21991 0.56400 mena
114.60955 -26.75739 -0.28276 -0.00121 -0.68324 0.24735 0.23187 0.52300 medo
130.74108 -12.44715 -2.09077 -0.25440 0.51813 1.16668 1.04340 4.89700 mdrh
115.72923 -32.53530 0.44232 -0.09879 -3.74894 0.33701 0.35168 0.94500 mdah
140.35571 -37.60233 0.89367 -0.93304 -0.38512 0.57447 0.89405 1.93800 mcnt
138.65145 -35.52192 0.27261 -0.71684 -1.18523 0.40030 0.39236 0.98400 mckn
153.09321 -26.66677 0.26715 -0.15267 0.25590 0.59453 0.55527 1.59400 mchy
152.70640 -25.53440 -0.17909 0.18494 -1.24933 0.35929 0.36166 0.86400 mbh4
153.42753 -27.97063 0.27214 -0.27318 -1.52911 0.41556 0.37625 1.01800 mbch
143.75983 -37.00541 0.29477 -0.09204 -1.82430 0.24306 0.24857 0.67100 mary
141.06191 -35.04864 -1.70062 2.61957 -4.53656 0.27429 0.40600 0.84700 many
151.46216 -33.11834 -0.96507 0.97942 -8.29379 0.34850 0.32641 1.21000 mand
150.70513 -23.72642 -2.04073 -0.29884 -2.71348 0.92019 0.43189 0.94600 mamr
145.81583 -17.62414 -0.13902 -2.29444 -1.98456 0.54045 0.57967 2.32000 mam3
134.09288 -14.04620 -0.32683 0.40690 0.52342 0.25148 0.24527 0.73100 main
146.98530 -37.97218 1.41772 -0.21824 -2.70963 0.36858 0.28485 0.83800 maff
152.91838 -30.71043 0.32532 0.04151 -0.98725 0.24665 0.22996 0.62100 mack
144.45698 -15.57750 0.32300 0.24758 -1.33915 0.25444 0.24617 0.57600 lura
140.36951 -36.97473 -0.65450 -0.15736 -0.16226 0.56366 0.51698 1.35400 lucn
140.26854 -37.03867 0.06292 0.23175 -2.17135 0.48526 0.46605 1.49600 luc2
149.01213 -22.29806 -0.95178 -4.90725 6.89081 1.70168 1.45457 1.49100 ltsp
153.27580 -28.81007 0.23461 0.32395 -2.58439 0.57474 0.61581 1.89900 lsmr
145.11683 -30.53350 0.42006 1.27192 -1.77698 0.29156 0.29066 0.61100 loth
144.27421 -23.43794 -0.16888 -0.19829 -0.38269 0.34196 0.42609 1.13583 lon4
146.70582 -35.22725 0.35628 -0.53559 -1.32581 0.22820 0.22886 0.53100 lkht
147.98290 -29.42973 -0.13026 -0.98935 -0.97532 0.25278 0.25850 0.56500 liri
141.01122 -34.10538 -0.22632 -0.40434 -1.08521 0.22473 0.22402 0.73200 lipo
147.21475 -41.25161 -0.03602 -0.41176 -1.30900 0.28174 0.28607 0.62600 lily
146.67308 -41.90226 0.15277 -0.44593 -1.68484 0.21150 0.21171 0.46300 liaw
145.94341 -38.47669 0.14712 -1.31706 -1.72432 0.66646 0.53802 1.62200 lgth
150.15984 -33.48094 0.38171 0.22373 -1.69932 0.22596 0.22985 0.59700 lgow
144.09306 -37.91100 -0.12478 -0.04925 -2.21155 0.43094 0.42414 0.91900 let1
147.97191 -37.88413 -0.29869 -0.17122 -2.95746 0.26364 0.31508 0.81970 lent
114.10311 -22.21854 -0.49505 0.18969 -1.56407 0.23715 0.23283 0.52300 lear
146.62230 -37.62820 0.15255 -0.92311 -2.70050 0.55802 0.28510 1.35271 lcla
153.02587 -27.49586 2.42959 0.50455 0.18062 0.61648 0.47147 1.69400 lbri
115.34658 -31.04645 -0.20796 0.71956 -2.64175 0.51501 0.45035 0.99900 lan9
134.06293 -26.93861 -0.30853 0.03430 -0.66952 0.28159 0.28047 0.58600 lamb
143.37533 -35.67345 -3.17765 7.31403 -0.29544 0.90889 1.01374 0.85900 lalb
150.66561 -33.55426 0.10198 -0.27627 -2.56042 0.36725 0.34021 0.93200 kurj
145.00986 -32.32619 0.46874 -0.23044 -1.23763 0.26471 0.26184 0.56700 kulw
118.08396 -33.19035 0.04429 0.61324 -3.18489 0.39665 0.36991 1.46000 kuk8
144.45322 -37.24749 0.04063 -0.33852 -1.97064 0.28933 0.27348 0.80500 kton
150.31819 -33.69579 0.42124 -0.25426 -1.91363 0.30444 0.28030 0.68100 ktmb
116.84414 -20.73456 -0.39704 0.05928 -0.36167 0.32938 0.32828 0.84500 ktha
149.24326 -21.60647 0.90107 0.32155 -2.45908 0.30801 0.44297 1.01600 koum
117.15867 -33.83172 -0.75681 -1.34137 -0.02382 0.52359 0.49729 1.22900 kojo
150.14050 -22.79911 0.26180 0.75445 -4.73300 0.52021 0.34445 0.79400 knwr
151.39194 -33.48123 0.07530 -0.11616 -1.87732 0.32187 0.30568 0.67000 kncb
149.46526 -23.12197 -10.85671 -2.32173 -19.55351 2.37347 1.64549 3.07300 kmra
130.95554 -16.11772 0.51410 0.51069 -2.14406 0.31174 0.29665 0.86200 kma1
150.79172 -33.51189 0.77678 -0.40005 -0.59636 0.35802 0.34788 1.16400 kjng
139.86421 -36.82986 0.28689 -0.41485 -1.37506 0.51854 0.46152 0.97000 kist
151.07306 -34.04335 0.04756 0.01905 -0.90313 0.27827 0.26345 0.68700 kirr
151.83972 -26.54016 0.55238 0.90623 -0.48890 0.32490 0.32225 1.01200 kin2
144.95144 -37.29219 0.61963 -0.33776 -1.28470 0.31085 0.34016 0.97300 kilm
152.25207 -26.08422 0.35544 0.26559 -1.39319 0.25830 0.25597 0.55000 kilk
143.84707 -39.94185 0.37550 -0.21758 -1.52228 0.25457 0.25231 0.50300 kgis
144.84787 -37.72106 0.74196 0.14483 -0.79929 0.26132 0.27549 0.83000 kepk
115.09857 -34.16344 -0.62590 -0.14680 -3.46630 0.25095 0.24160 0.93900 kdal
140.83551 -17.48702 -0.00662 -1.02110 -1.31034 0.66107 0.59037 1.43400 karu
137.12848 -35.83511 -0.42504 -0.57118 -1.99167 0.40126 0.53090 1.03200 kang
115.74994 -31.73241 -0.16573 -0.05273 0.23924 0.31036 0.32073 0.80200 joon
151.49507 -27.42561 -0.44318 2.75959 7.54573 0.32157 0.34725 1.37500 jon4
141.73900 -20.66927 0.20881 0.41280 -1.18056 0.25812 0.24434 0.53700 jlck
136.10067 -22.86052 0.13909 0.28113 -1.22710 0.23213 0.23002 0.47600 jerv
145.72547 -35.35532 0.13725 -1.71193 -1.30999 0.24188 0.27687 0.57900 jeri
152.65820 -27.65136 0.40942 3.05365 -5.39162 0.32580 0.31148 0.98800 jeeb
144.30888 -32.88343 0.73239 -0.70771 -0.03945 0.35201 0.32444 0.66200 ivh2
142.19122 -34.21971 2.54010 0.01237 -2.76638 0.28463 0.26004 0.59700 irym
151.11440 -29.77642 0.35177 -0.34004 -1.06185 0.25355 0.23938 0.68600 invl
146.02917 -17.52703 0.39366 0.66934 -0.61040 0.36813 0.37049 1.04300 insf
148.56555 -25.84319 -0.39954 0.82860 5.13419 0.30413 0.55827 1.06800 injn
166.56581 -20.57477 -0.22038 -1.12560 -3.37941 0.93559 0.88409 2.25100 iaai
141.63189 -38.13507 -0.56321 -0.53949 -1.17785 0.47127 0.45932 1.08200 hwod
152.80046 -25.29803 0.50642 -0.44441 -2.72596 0.70943 0.76304 2.66400 hvyb
144.20447 -20.94743 -0.12437 0.03608 0.03199 0.23970 0.24352 0.48400 hugh
142.17487 -36.72275 0.39272 -0.27586 -2.20891 0.24931 0.25865 0.74600 hrsm
138.48577 -33.99793 -0.41295 -0.24475 -0.88906 0.50104 0.41976 1.32300 hoyl
147.14185 -36.98206 0.41954 -0.70600 -1.64827 0.28021 0.27634 0.96700 hoth
148.96722 -21.35602 2.29982 0.74734 -2.19168 0.51342 0.45990 1.70900 hogn
147.32812 -42.88496 -0.06111 -0.98523 -2.66710 0.69689 0.61720 1.93600 hoba
151.09765 -33.70031 0.57454 -0.28297 -1.87363 0.26101 0.23924 0.63600 hnsb
148.95553 -20.35063 1.10197 0.87107 -0.52204 0.42218 0.36202 1.08400 hmti
142.02475 -37.74519 -3.33511 2.55910 -6.20832 1.38264 1.04183 2.30100 hmlt
147.31740 -35.72437 0.37950 -0.05263 -3.02051 0.26606 0.26920 0.72800 hlbk
147.31747 -35.71122 -0.18516 -0.03535 -2.38050 0.47906 0.45617 1.10400 hlb2
145.53135 -33.48491 0.81359 0.02163 -1.94032 0.24010 0.23909 0.55800 hill
146.36531 -19.01463 0.45511 0.94688 -1.65986 0.50489 0.50540 2.10400 hcmp
150.93930 -34.14037 0.51650 -0.19501 -1.79326 0.32589 0.30968 0.82700 hbg2
144.85246 -34.50553 0.05729 -0.53346 -2.60979 0.25705 0.25365 0.68500 hay1
142.33953 -34.75569 0.45557 -0.22649 -2.10714 0.22173 0.21876 0.64800 hatt
142.06563 -37.82071 -0.34710 0.59499 -5.66742 0.39525 0.33913 1.30800 hamo
150.30384 -28.54672 0.88626 0.18526 -2.09350 0.59315 0.49381 2.33568 gwi4
148.97122 -30.60564 0.82586 0.45180 -1.61309 0.29727 0.30805 0.69100 gwab
148.01090 -21.97463 1.17595 0.90290 -1.21267 0.46911 0.57342 1.49800 gvnr
149.79554 -29.73479 5.31315 -0.85694 -4.59279 0.38120 0.28782 0.61700 gurl
150.25628 -30.97816 0.26394 0.65631 -1.35165 0.23657 0.22927 0.54200 gunn
151.32859 -33.42046 4.55135 -0.68447 57.81377 0.92589 0.56594 1.96200 gsfd
144.56775 -37.47953 -0.17724 0.19901 0.36505 0.41717 0.37038 1.19600 gsbn
149.30472 -21.35740 1.48610 0.57095 -1.24368 0.33777 0.30150 1.04300 grst
136.42142 -13.85674 0.04468 -0.09656 -0.82426 0.33455 0.32760 0.94100 gro3
116.06116 -33.86279 0.27768 -0.20961 -0.85887 0.37856 0.38553 0.89900 grn1
148.43192 -20.23336 -0.24379 -1.13586 -1.22085 0.64308 0.60217 1.93700 grgy
118.29874 -34.54248 0.58281 1.55044 -1.18984 0.34336 0.35212 1.10300 gra0
151.28355 -33.42175 1.18002 0.19872 -1.38023 0.47191 0.49033 1.24400 gosf
141.47277 -36.71819 0.08158 -1.00908 -1.73490 0.24414 0.28599 0.47300 gor4
116.85301 -31.39668 -0.41553 -0.44480 -1.22227 0.34747 0.36513 1.22900 goom
145.70695 -33.98447 0.51833 -0.34994 -1.65104 0.27227 0.27474 0.58700 gool
149.58949 -37.47689 0.95737 -0.12787 -2.74595 0.29116 0.34471 1.08400 gnoa
149.13054 -35.18496 0.45229 0.05769 -1.71575 0.26314 0.26366 0.57100 gngn
144.35601 -38.14791 0.38979 -0.00983 -2.66887 0.34184 0.38601 1.10200 glng
147.27480 -42.83384 0.09995 -0.91363 -3.03604 0.50461 0.45065 1.30200 glnc
151.75167 -29.74354 0.45123 0.14511 -1.58880 0.22999 0.21478 0.50000 glin
142.66188 -36.90896 0.13898 -0.18207 -1.75117 0.25746 0.26769 0.85600 glen
147.40275 -38.20886 0.18211 -0.70766 -2.77495 0.23902 0.24417 0.53600 gld1
149.71772 -34.75568 0.39652 0.31239 -1.96114 0.20952 0.20583 0.52900 glbn
149.71115 -34.74641 0.47443 -0.87098 -2.93613 0.29069 0.29577 0.65500 glb2
148.66247 -31.71098 0.18306 0.27931 -2.28873 0.23462 0.22492 0.53000 gilg
143.54064 -18.30596 0.11073 0.52356 -1.52569 0.25428 0.25072 0.49300 ggtn
152.93291 -29.69303 0.50109 0.06402 -1.08472 0.22618 0.22033 0.55200 gftn
146.03679 -34.28630 0.38581 -0.08618 -1.79647 0.21557 0.21782 0.52800 gfth
148.16073 -33.89302 -0.30202 0.10374 -1.27291 0.22686 0.22991 0.51200 gfel
150.82768 -34.74627 0.33924 -0.36782 -1.93113 0.29996 0.30203 0.72200 gerr
114.60807 -28.77961 -0.84595 -0.13840 -1.69634 0.36769 0.36032 1.03200 gero
143.53902 -38.53146 -0.02204 -1.07384 -1.89039 0.47748 0.46476 1.25100 geli
148.26478 -37.21859 -0.07176 -0.19907 -4.35260 0.26347 0.26879 0.83000 gela
144.36174 -38.15944 0.41370 -0.99036 -0.75188 0.35893 0.34655 1.17000 gees
145.78090 -17.09679 0.46085 0.89536 -0.94769 0.54796 0.42737 1.52700 gdnv
115.33862 -24.63262 -0.31955 -0.04129 -0.65291 0.25857 0.25123 0.58500 gasc
151.22525 -33.85505 0.36788 -0.04612 -1.86285 0.24306 0.24596 0.51600 ftdn
125.80045 -18.12595 -0.49939 0.95473 -0.41639 0.25990 0.28697 0.68400 froy
152.52240 -32.20111 0.14093 0.25720 -1.79345 0.25478 0.25089 0.55800 fors
148.00697 -33.38526 0.22998 0.03498 -2.03518 0.24392 0.24807 0.54400 forb
139.99670 -20.80019 -1.21141 -0.79834 -1.12977 0.51725 0.47772 1.60300 fnts
141.72814 -31.10467 0.33605 -0.15008 -0.69683 0.28727 0.27487 0.64000 flgp
153.17561 -27.38473 0.46507 0.78761 -1.62020 0.44811 0.43919 1.11200 fis1
178.45331 -18.11524 -30.71617 -6.77839 2.52162 2.88200 1.85324 8.08000 fiji
152.78955 -26.38553 0.12613 -0.57602 0.28134 0.57660 0.52487 1.71000 fdrn
114.11338 -21.96067 -0.29734 0.09712 -1.04265 0.25122 0.23366 0.49400 exmt
145.57285 -36.75317 0.28018 -0.09365 -1.70195 0.30514 0.32688 0.96500 eura
148.49388 -21.13103 1.24479 0.83459 -1.39531 0.38724 0.28896 0.90200 eung
147.23978 -36.46175 -0.39772 -1.29048 -2.22755 0.72722 0.54511 1.63300 esdl
143.26230 -26.71220 0.28818 0.14252 -1.16417 0.25117 0.26544 0.51700 ermg
144.31461 -36.71808 0.41875 -0.13593 -2.12990 0.28951 0.32132 0.75500 epsm
140.71729 -20.44466 -0.70602 -6.83120 5.32480 0.42048 0.43506 1.01300 enhm
144.28578 -31.66633 0.34723 -0.21673 -1.12866 0.30724 0.29853 0.64100 emmd
144.97367 -37.80861 -0.01793 -0.14146 -2.64498 0.84926 0.74636 1.11625 eml2
115.98648 -31.79084 0.05474 -0.20661 -1.13685 0.51871 0.51724 1.36600 elbn
151.11979 -25.37580 0.50095 -0.15073 -1.59608 0.26125 0.25539 0.52600 edsv
149.90932 -37.07174 0.43565 -0.30559 -1.63639 0.25894 0.26608 0.57100 ede1
150.91083 -34.37561 0.48734 0.09263 -0.95160 0.30140 0.30151 0.81200 ecor
144.75359 -36.14031 0.56839 0.15213 -1.33610 0.22486 0.22970 0.57200 echu
145.93604 -38.24351 0.34335 -0.59458 -1.41100 0.26021 0.26620 0.73600 ebnk
148.50010 -22.59851 9.72872 2.26124 -5.72868 9.46312 4.82717 4.20000 dyst
150.02745 -24.55957 1.77343 -6.31400 -14.72280 0.96407 0.75102 1.41200 dwsn
151.28700 -33.75126 0.46217 -0.17833 -1.22471 0.28244 0.28154 0.58400 dwhy
116.06255 -32.71354 -0.02519 0.00381 -2.29120 0.27548 0.37904 0.80400 dwel
149.38818 -32.01185 0.67458 0.69127 -1.71817 0.26883 0.25568 0.53500 dun2
149.81346 -23.68715 2.55679 0.73288 -5.88241 0.70354 0.44878 1.15100 duar
147.25149 -37.45913 0.07063 -0.57184 0.68607 0.40927 0.44249 1.51300 drgo
146.34962 -41.17860 -0.02667 -0.26125 -1.82891 0.26082 0.26617 0.50200 dprt
116.96952 -31.26717 -0.47871 0.10334 -1.94007 0.52718 0.46966 1.07500 dowe
152.71304 -30.35037 0.20910 0.11428 -2.48271 0.25481 0.24507 0.65100 dorr
145.06445 -37.68084 -0.00936 -0.98897 -4.28495 0.31770 0.67671 1.72430 dora
145.10975 -17.14692 0.16068 -0.02125 -2.04377 0.31088 0.29060 0.74400 dmbl
144.96463 -35.53161 1.48934 0.04172 -1.26124 0.29681 0.36294 0.70400 dlqn
149.13573 -35.25074 -0.31076 -0.28965 -0.83285 0.25184 0.25379 0.61900 dksn
150.27088 -23.94375 6.37004 -3.88589 -2.58782 1.15793 1.92341 1.94900 dixl
145.11451 -37.97906 -1.14567 -0.67952 -1.98064 0.48314 0.47775 1.06100 din1
147.78127 -41.11602 -0.37056 -0.16484 -0.98883 0.47027 0.46328 1.06800 derb
146.71611 -41.52150 -0.25186 1.24388 -4.10135 0.63687 0.75498 2.05600 delo
153.04833 -27.32839 1.05952 -3.86844 0.98888 0.65241 1.01371 1.49000 deag
148.70232 -33.83123 0.48436 -0.09069 -1.91582 0.22166 0.22266 0.61400 cwra
151.17156 -33.59369 0.29659 0.14876 -1.58448 0.22252 0.22336 0.60400 cwn2
117.34451 -31.72852 4.88528 1.88883 -3.33076 1.31527 0.49658 1.06600 cund
147.27582 -22.19381 0.50825 2.60836 2.00097 0.29710 0.31329 0.95800 cudg
146.25773 -20.07287 0.29991 1.37994 -1.60959 0.47427 0.43749 1.07600 ctrc
148.02565 -34.63929 0.26837 0.12215 -1.58298 0.24149 0.23664 0.50100 ctmd
153.04758 -28.86556 0.34152 0.06647 -0.99547 0.21864 0.21869 0.52400 csno
152.91101 -26.41612 0.99031 1.92836 -0.75771 0.37457 0.39291 0.93400 cry4
143.63975 -38.02818 -2.09214 1.43694 -1.72871 1.02889 0.62728 0.77600 crsy
145.29993 -37.81423 0.32766 -0.29841 -1.95941 0.44228 0.46375 1.04100 croy
144.90686 -37.82517 0.60417 -1.09129 -1.97543 0.44160 0.54537 1.13100 crkm
150.76757 -34.32480 0.16042 -0.03301 -1.35253 0.24041 0.22498 0.55000 crdx
150.27462 -25.29154 -0.41900 -0.05380 -1.30295 0.33176 0.37998 0.81800 crcw
145.28693 -38.10798 -0.33183 -0.72951 -2.12581 0.36658 0.34613 0.96000 cran
148.67543 -33.84025 -0.12349 0.76712 4.33517 0.43988 0.43939 2.01200 cowr
147.90290 -36.19389 0.33447 -0.05808 -2.37317 0.31114 0.31829 0.73300 cory
152.77352 -29.58087 0.60691 -0.23662 -2.33655 0.26362 0.24255 0.57700 cops
149.50283 -25.01021 2.68240 0.92395 -1.09251 0.39970 0.35878 1.02100 coor
145.68034 -26.74210 0.36216 0.11951 -0.93321 0.24011 0.23833 0.50000 coo3
149.12723 -36.23537 0.16636 0.05621 -1.34323 0.21910 0.21040 0.50100 com2
116.30050 -33.28971 -0.40589 -0.31049 -0.32204 0.32181 0.28259 0.86900 col7
153.13833 -30.30011 0.34780 0.12544 -1.24663 0.23070 0.23028 0.55900 coff
143.17671 -13.95876 0.20654 0.32868 -1.59443 0.30394 0.32266 1.08700 coen
146.78081 -30.80706 0.47099 -0.18438 -1.16139 0.27598 0.27493 0.60400 cobh
144.97355 -37.73948 0.55157 -0.27822 -3.52315 0.35657 0.79596 1.61135 cobg
149.03277 -35.20638 0.34505 -0.13881 -1.88778 0.28915 0.29920 0.69100 cnwd
148.67200 -20.28905 -0.60150 0.27430 -2.78943 0.65717 0.61920 1.74865 cnvl
147.15101 -33.08515 0.19821 -0.19464 -1.25174 0.21456 0.21772 0.52600 cndo
147.68814 -30.46531 -0.06457 0.48316 -1.63188 0.25716 0.25303 0.52800 cnd1
149.26958 -31.33331 0.52519 0.00862 -1.65617 0.24029 0.24293 0.56700 cnbn
135.72926 -34.26351 -0.21811 -0.15416 -0.58144 0.36769 0.36967 0.96400 cmns
150.69152 -34.04627 0.66839 -0.41547 -2.29913 0.36314 0.35596 0.89300 cmdn
136.48490 -33.70129 -1.17731 1.47388 -2.61663 2.69023 3.12829 5.63200 clve
146.10673 -17.85017 -0.01851 -0.33262 -1.42094 0.35900 0.34947 0.93700 clum
138.59978 -33.81811 -0.59527 -0.43949 -1.12180 0.42257 0.38023 0.62100 clr1
145.88024 -34.80697 0.87557 -0.15125 -1.26122 0.22331 0.23102 0.62600 clmb
144.79821 -36.59185 0.46629 -0.34236 -1.98573 0.26117 0.26112 0.68500 clbn
148.58551 -29.54255 2.13247 -1.27498 -1.23050 0.28742 0.28280 0.76200 clbi
149.71494 -31.83044 0.72385 -0.50465 -0.12791 0.29705 0.29238 0.63000 clah
143.58514 -38.34236 0.26223 -0.49292 -1.53613 0.22300 0.24706 0.70500 clac
149.47252 -34.45606 0.33813 -0.21681 -1.10272 0.23498 0.21813 0.44600 ckwl
145.24982 -15.45953 -1.81428 -1.91059 -1.22195 0.54242 0.49624 1.48900 cktn
149.12080 -35.41824 -0.33270 -0.52471 -1.74708 0.47507 0.45707 1.38100 chsm
151.20122 -33.88688 -0.18475 0.55427 -1.80090 0.50417 0.50017 1.18300 chip
151.35657 -32.83525 0.39774 -0.19931 -0.99838 0.28794 0.27868 0.63500 ces2
146.02214 -18.26713 0.82465 0.31393 -2.23363 0.32310 0.30458 0.91300 cdwl
116.00341 -32.24201 -0.91948 -0.84752 -2.71251 0.47216 0.48830 1.38500 cdup
147.62271 -22.72640 3.77638 3.25214 2.81712 0.31058 0.34478 0.79900 ccmb
145.64416 -35.91200 0.46216 -0.06302 -3.08578 0.23770 0.24195 0.61400 cbr2
148.37823 -30.95353 0.84622 -0.36454 -2.54861 0.25435 0.24076 0.53100 cble
150.34037 -26.67132 1.96848 -0.33001 -7.86110 0.33876 0.27920 0.68000 cbla
147.49916 -41.93254 0.34624 -0.56642 -1.87688 0.48593 0.44600 0.97600 cbel
145.83616 -31.51365 -0.06674 -0.11444 -0.24244 0.28165 0.26384 0.66900 cbar
146.36593 -33.28842 0.24649 -0.29160 -1.92804 0.24931 0.24624 0.65000 car7
148.24860 -21.99372 -0.06686 -3.31288 3.40730 0.37165 0.39409 1.04100 car6
148.04001 -23.12179 -14.25210 -2.48244 -7.76751 2.43344 2.00039 1.59900 cap2
149.15750 -37.56486 0.02262 -0.43960 -1.66107 0.24798 0.25951 0.71800 canr
140.91719 -21.86264 0.61816 -3.31095 11.72351 0.36463 0.32875 0.89300 can2
151.21089 -23.99975 0.78038 0.38013 -5.76891 0.37619 0.38245 1.53700 calo
148.77643 -20.89846 0.92373 0.74338 -1.16793 0.33849 0.29274 0.89700 caln
150.69124 -34.17888 17.10202 -21.97222 -5.60932 1.22868 3.09119 2.32200 ca19
150.76020 -34.07194 -0.09493 -0.89200 -2.95817 0.28526 0.28932 0.57500 ca10
150.63915 -34.22161 0.25619 0.74277 -1.85238 0.28623 0.27242 0.60300 ca07
115.30883 -33.67435 -0.05245 -0.62440 -1.63059 0.30098 0.27733 0.94400 buss
115.34905 -33.65054 0.12159 -0.06142 -1.25956 0.37781 0.37231 0.95900 bus2
145.93430 -30.09526 0.47725 0.57648 -0.19633 0.24623 0.24912 0.50800 burk
151.08967 -30.18510 0.09703 -0.33686 -2.41946 0.34376 0.32029 0.73900 bund
148.16780 -37.49800 0.19833 -0.47815 -2.79798 0.25225 0.24610 0.77100 buch
147.97938 -21.82303 0.26704 0.83484 0.35357 0.51840 0.53366 1.27000 bsoa
146.86082 -29.96840 0.95355 0.04322 -2.77814 0.50658 0.26255 0.65200 brw2
150.85835 -34.56417 0.32735 0.01904 -0.91919 0.31888 0.20426 0.62951 brrk
136.30227 -16.05450 -0.47500 0.19146 2.29405 0.29977 0.29158 0.78700 brla
151.16992 -28.12546 -1.85637 0.36116 -1.70734 0.92396 0.55811 1.20600 bri4
149.78519 -35.44648 0.30171 -0.09711 -1.40212 0.24132 0.22287 0.58100 brdw
153.16319 -27.00906 0.96503 -0.56931 2.23337 0.59822 0.52755 1.54400 brbi
150.60730 -30.38034 -0.06685 0.30383 -1.62075 0.31268 0.24244 0.58500 brba
146.05522 -17.59011 -0.32845 -0.05799 -2.00251 0.53846 0.51147 1.97400 boyd
147.00409 -42.38203 0.12178 -0.89904 -1.28946 0.33431 0.38046 0.71800 both
143.72258 -36.13592 0.52996 0.41181 -3.87909 0.26917 0.39391 1.09700 bort
150.64078 -31.51222 0.27583 0.30411 -0.99244 0.25700 0.25963 0.60100 bora
